Item Code,Product,Variant,Unit,Unit,Rate,Product Category
.15.02.02,"Supplying fitting and fixing of Aluminium swing door as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,6548.00628070313,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.02.03,"Supplying fitting and fixing of Aluminium swing door as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,6408.9672210373,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.02.04,"Supplying fitting and fixing of Aluminium swing door as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.8 mm thick wall frame size 101.60 mm. 44.45 mm. 83.21 mm). 2.33 mm thick shutter size (54 mm, 46 mm), 0.99 mm thick door glass bit (size 16.54 mm. 14.49 mm 0.115 kg/m), 2.5 mm thick clousure section (size 101.60 mm, 42.93 mm 1.2 mm), 106.60 mm clousure cover (0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm. 12.70 mm 1 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,6765.45251677194,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.03.01,"Supplying, fitting and fixing of aluminium composite swing doors with fixed partition as per the U. S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.5 mm thick wall frame (size 101.60, 44.45 mm, 0.86 kg/m), 1.8 mm thick shutter side (size 54 mm, 46 mm, 1.2 kg/m ), 1 mm thick door glass bit (size 16.54 mm, 14. 49 mm, 0.115 kg/m), 1.8 mm thick closure section (size 101.54 mm, 42.93 mm, 1.20 kg/m), 1.5 thick closure cover (101.60 mm, 0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm, 12.70 mm, 1 kg/m), 1.8 mm thick shutter bottom (size 86.60 mm, 43.99 mm , 0.60 kg/m), 1.8 mm thick shutter top (size 51 mm, 43.99 mm, 1.88 kg/m) 2.3mm to 4.01mm thick handle (short) (size 101.60 mm, 38.10 mm, 25.40 mm, 1.35 kg/m), 1.5 mm thick top and side (size 101.60 mm, 44.45 mm, 1.3 kg/m",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,3530.06782866471,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.03.02,"Supplying, fitting and fixing of aluminium composite swing doors with fixed partition as per the U. S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.5 mm thick wall frame (size 101.60, 44.45 mm, 0.86 kg/m), 1.8 mm thick shutter side (size 54 mm, 46 mm, 1.2 kg/m ), 1 mm thick door glass bit (size 16.54 mm, 14. 49 mm, 0.115 kg/m), 1.8 mm thick closure section (size 101.54 mm, 42.93 mm, 1.20 kg/m), 1.5 thick closure cover (101.60 mm, 0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm, 12.70 mm, 1 kg/m), 1.8 mm thick shutter bottom (size 86.60 mm, 43.99 mm , 0.60 kg/m), 1.8 mm thick shutter top (size 51 mm, 43.99 mm, 1.88 kg/m) 2.3mm to 4.01mm thick handle (short) (size 101.60 mm, 38.10 mm, 25.40 mm, 1.35 kg/m), 1.5 mm thick top and side (size 101.60 mm, 44.45 mm, 1.3 kg/m",Anodized to bronze colour,Per Sqm,Per Sqm,3462.15609569683,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.03.03,"Supplying, fitting and fixing of aluminium composite swing doors with fixed partition as per the U. S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.5 mm thick wall frame (size 101.60, 44.45 mm, 0.86 kg/m), 1.8 mm thick shutter side (size 54 mm, 46 mm, 1.2 kg/m ), 1 mm thick door glass bit (size 16.54 mm, 14. 49 mm, 0.115 kg/m), 1.8 mm thick closure section (size 101.54 mm, 42.93 mm, 1.20 kg/m), 1.5 thick closure cover (101.60 mm, 0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm, 12.70 mm, 1 kg/m), 1.8 mm thick shutter bottom (size 86.60 mm, 43.99 mm , 0.60 kg/m), 1.8 mm thick shutter top (size 51 mm, 43.99 mm, 1.88 kg/m) 2.3mm to 4.01mm thick handle (short) (size 101.60 mm, 38.10 mm, 25.40 mm, 1.35 kg/m), 1.5 mm thick top and side (size 101.60 mm, 44.45 mm, 1.3 kg/m",Anodized to silver colour,Per Sqm,Per Sqm,3510.3041025506,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.03.04,"Supplying, fitting and fixing of aluminium composite swing doors with fixed partition as per the U. S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.5 mm thick wall frame (size 101.60, 44.45 mm, 0.86 kg/m), 1.8 mm thick shutter side (size 54 mm, 46 mm, 1.2 kg/m ), 1 mm thick door glass bit (size 16.54 mm, 14. 49 mm, 0.115 kg/m), 1.8 mm thick closure section (size 101.54 mm, 42.93 mm, 1.20 kg/m), 1.5 thick closure cover (101.60 mm, 0.45 kg/m), 4 mm thick floor bottom (size 101.60 mm, 12.70 mm, 1 kg/m), 1.8 mm thick shutter bottom (size 86.60 mm, 43.99 mm , 0.60 kg/m), 1.8 mm thick shutter top (size 51 mm, 43.99 mm, 1.88 kg/m) 2.3mm to 4.01mm thick handle (short) (size 101.60 mm, 38.10 mm, 25.40 mm, 1.35 kg/m), 1.5 mm thick top and side (size 101.60 mm, 44.45 mm, 1.3 kg/m",Powder coated to any colour,Per Sqm,Per Sqm,3600.59371797707,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.04.01,"Supplying, fitting and fixing of Aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75.50 mm, 26.80 mm, 0.78 kg/m) 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick  outer side(size 75.50 mm, 19.90 mm, 0.616 kg/m) 1.5 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,3011.74953164773,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.04.02,"Supplying, fitting and fixing of Aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75.50 mm, 26.80 mm, 0.78 kg/m) 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick  outer side(size 75.50 mm, 19.90 mm, 0.616 kg/m) 1.5 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,2961.65564618248,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.04.03,"Supplying, fitting and fixing of Aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75.50 mm, 26.80 mm, 0.78 kg/m) 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick  outer side(size 75.50 mm, 19.90 mm, 0.616 kg/m) 1.5 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,2897.90802043789,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.04.04,"Supplying, fitting and fixing of Aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75.50 mm, 26.80 mm, 0.78 kg/m) 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick  outer side(size 75.50 mm, 19.90 mm, 0.616 kg/m) 1.5 mm thick shutter lock (size 49.20 mm, 26.20 mm, 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,3100.55863607364,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.05.01,"Supplying, fitting and fixing of aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.2 m mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75. 50 mm, 26.80 mm 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm , 0.422 kg/m) 1.2 mm thick shutter lock (size 49.20 mm , 26. 20 mm , 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m) 1.2 mm thick",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,4140.2628742814,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.05.02,"Supplying, fitting and fixing of aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.2 m mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75. 50 mm, 26.80 mm 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm , 0.422 kg/m) 1.2 mm thick shutter lock (size 49.20 mm , 26. 20 mm , 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m) 1.2 mm thick",Anodized to bronze colour,Per Sqm,Per Sqm,4061.78628607386,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.05.03,"Supplying, fitting and fixing of aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.2 m mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75. 50 mm, 26.80 mm 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm , 0.422 kg/m) 1.2 mm thick shutter lock (size 49.20 mm , 26. 20 mm , 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m) 1.2 mm thick",Anodized to silver colour,Per Sqm,Per Sqm,3995.58441128353,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.05.04,"Supplying, fitting and fixing of aluminium sliding doors as per the U.S. Architectural Aluminium Manufacturer‟s Association (AAMA) standard specification and BDS 1879:2014 having 1.2 m mm thick outer bottom (size 75.50 mm, 17.79 mm, 0.528 kg/m), 1.2 mm thick outer top (size 75. 50 mm, 26.80 mm 0.78 kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24 mm, 0.736 kg/m), 1.2 mm thick side (size 75.50 mm, 19.90 mm, 0.616 kg/m), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm , 0.422 kg/m) 1.2 mm thick shutter lock (size 49.20 mm , 26. 20 mm , 0.661 kg/m), 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m) 1.2 mm thick",Powder coated to any colour,Per Sqm,Per Sqm,4261.65325031163,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.01.1,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,3932.39969288982,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.03.2,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to bronze colour,Per Sqm,Per Sqm,3707.86390720748,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.03.3,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to silver colour,Per Sqm,Per Sqm,3629.44361780973,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.04.4,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Powder coated to any colour,Per Sqm,Per Sqm,3867.87756129655,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.02.1,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,5429.9807190377,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.02.2,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to bronze colour,Per Sqm,Per Sqm,5042.66895805606,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.02.3,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Anodized to silver colour,Per Sqm,Per Sqm,4932.11498552678,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.06.02.4,"Supplying, fitting and fixing of Aluminium sliding window as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 75.50 mm, 32mm), 1.2 mm thick outer top (size 75.50 mm, 16.80 mm), 1.2 mm thick shutter top (size 33 mm.26.80, 22 mm), 1.2 mm thick shutter bottom (size 60mm, 24.40 mm), 1.2 mm thick outer side (size 75.50 mm,19.90 mm), 1.2 mm thick sliding fixed side (size 31 mm, 26 mm),1.2 mm thick shutter lock (size 49.20 mm 26.20 mm) and 1.2 mm thick inter lock (size 34.40 mm, 32.10 mm) ",Powder coated to any colour,Per Sqm,Per Sqm,5267.05071095715,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.01.1,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,4747.11574734167,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.01.2,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,4730.61223506592,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.01.3,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,4618.40194214836,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.0.1.4,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,4954.33389917568,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.02.1,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to s.s colour/ black colour,Per Sqm,Per Sqm,5492.30939627131,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.02.2,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to bronze colour,Per Sqm,Per Sqm,5369.80145119214,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.02.3,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Anodized to silver colour,Per Sqm,Per Sqm,5274.11413923005,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
.15.07.02.4,"Supplying, fitting and fixing of Aluminium sliding composite window with mosquito mesh as per the U.S. Architectural Aluminium Manufacturer’s Association (AAMA) standard specification having 1.2 mm thick outer bottom (size 95.00 mm, 38 mm, 0.870 kg/m), 1.2 mm thick outer top (size 95.00 mm, 28.50 mm, 0.97kg/m), 1.2 mm thick shutter top (size 33 mm, 26.80 mm, 22 mm, 0.536 kg/m), 1.2 mm thick shutter bottom (size 60 mm, 24.40 mm, 0.736 kg/m), 1.2 mm thick outer side (size 95.00 mm, 19.50 mm, 0.738 kg/m), 1.2 mm thick shutter lock (size 49.20 mm, 26.2 mm, 0.661 kg/m), 1.2 mm thick shutter lock (size 34.40 mm, 32.10 mm, 0.665 kg/m), ",Powder coated to any colour,Per Sqm,Per Sqm,5635.78799257548,"Schedule Rate / DIVISION : 15 (ALUMINUM DOOR, WINDOW FRAME AND GLASS WORKS)"
